Date,Description,Category,Amount_MXN,Amount_USD,Source_File,Account_Type,Status
2026-01-07,WHITEPAPER.MX           SAN PEDRO GARZA,,189.00,,2026-01.csv,credit,
2026-01-08,ALMANEGRA CAFE          CIUDAD DE MEX,,44.00,,2026-01.csv,credit,
2026-01-08,AMAZON MX MARKETPLACE*A MEXICO CITY,,506.00,,2026-01.csv,credit,
2026-01-08,AMAZON MX MARKETPLACE*A MEXICO CITY,,1699.00,,2026-01.csv,credit,
2026-01-08,FS *PUT.IO              877-327-8914,,184.48,9.99,2026-01.csv,credit,
2026-01-08,LE PAIN QUOTIDIEN ROMA  MEXICO,,323.40,,2026-01.csv,credit,
2026-01-08,MERCADOPAGO*CARLOSMANUE Cuauht?moc,,645.00,,2026-01.csv,credit,
2026-01-09,CONSULTORIO 2           CIUDAD DE MEX,,1930.00,,2026-01.csv,credit,
2026-01-09,CONSULTORIO 3           CIUDAD DE MEX,,2600.00,,2026-01.csv,credit,
2026-01-09,COSTCO POLANCO        7 DF,,13781.25,,2026-01.csv,credit,
2026-01-09,REST CANTON MEXICALI CO CUAUHTEMOC,,1316.75,,2026-01.csv,credit,
2026-01-09,Transfer to Luci,Transfer:Luci,2800.00,,banregio-2026-01.pdf,debit,
2026-01-10,MERCADOPAGO*FORTE       Cuauht?moc,,612.00,,2026-01.csv,credit,
2026-01-10,SIE*PLAYSTATIONNETWO    877-971-7669,,256.91,13.91,2026-01.csv,credit,
2026-01-10,Cafeteria Arabica,Restaurante,145.20,,nubank-credit-2026-01.csv,credit,
2026-01-11,RESTAURANTE FERAL       CIUDAD DE MEX,,2041.25,,2026-01.csv,credit,
2026-01-12,RESTAURAT CAMOMILA      CIUDAD DE MEX,,247.50,,2026-01.csv,credit,
2026-01-13,REST ATARANTADOS ROMA   CIUDAD DE MEX,,385.25,,2026-01.csv,credit,
2026-01-13,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,,1114.00,,2026-01.csv,credit,
2026-01-13,THE REST IS HISTORY     HAYWARDS HEATH,,148.52,,2026-01.csv,credit,
2026-01-13,Cafeteria Arabica,Restaurante,83.60,,nubank-credit-2026-01.csv,credit,
2026-01-14,GONZALITOS TAQUERIA S   CIUDAD DE MEX,,367.40,,2026-01.csv,credit,
2026-01-14,Cafeteria Arabica,Restaurante,83.60,,nubank-credit-2026-01.csv,credit,
2026-01-15,ALMANEGRA CAFE          CIUDAD DE MEX,,44.00,,2026-01.csv,credit,
2026-01-15,ROTOPLAS SERVICIO       CDMX,,369.00,,2026-01.csv,credit,
2026-01-15,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,,275.00,,2026-01.csv,credit,
2026-01-15,Of,Otros,103.37,5.79,nubank-credit-2026-01.csv,credit,
2026-01-16,RESTAURAT CAMOMILA      CIUDAD DE MEX,,418.00,,2026-01.csv,credit,
2026-01-16,Transfer to Luci,Transfer:Luci,2800.00,,banregio-2026-01.pdf,debit,
2026-01-17,BILLPOCKET*MADAI ANTARA MIGUEL HIDALG,,801.55,,2026-01.csv,credit,
2026-01-17,EL PALACIO HIERRO POLAN MEXICO,,674.00,,2026-01.csv,credit,
2026-01-17,REST LINDY              MEXICO,,3352.25,,2026-01.csv,credit,
2026-01-17,UBER EATS               HTTPS://HELP.UB,,1283.60,,2026-01.csv,credit,
2026-01-17,UBER TRIP               HTTPS://HELP.UB,,269.98,,2026-01.csv,credit,
2026-01-17,UBER TRIP               HTTPS://HELP.UB,,358.33,,2026-01.csv,credit,
2026-01-17,WWW.MUBI.COM            NEW YORK,,179.00,,2026-01.csv,credit,
2026-01-17,ZARA HOME ANTARA POLANC MEXICO,,1403.00,,2026-01.csv,credit,
2026-01-17,Cafeteria Arabica,Restaurante,73.70,,nubank-credit-2026-01.csv,credit,
2026-01-18,*BODEGADEVICTORIA       CUAUHTEMOC,,1707.75,,2026-01.csv,credit,
2026-01-18,UBER TRIP               HTTPS://HELP.UB,,104.61,,2026-01.csv,credit,
2026-01-19,LE PAIN QUOTIDIEN ROMA  MEXICO,,323.40,,2026-01.csv,credit,
2026-01-19,NETFLIX.COM             LOS GATOS,,453.92,24.99,2026-01.csv,credit,
2026-01-19,Mortgage Payment,Housing:Mortgage,34842.03,,banregio-2026-01.pdf,debit,
2026-01-20,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,,275.00,,2026-01.csv,credit,
2026-01-20,Cafeteria Arabica,Restaurante,83.60,,nubank-credit-2026-01.csv,credit,
2026-01-21,SPOTIFY MX              MEXICO,,139.00,,2026-01.csv,credit,
2026-01-21,TARSNAP.COM             MAPLE RIDGE,,358.46,20.00,2026-01.csv,credit,
2026-01-21,UNITED PARCEL SERVICE D MEXICO CITY,,4860.78,,2026-01.csv,credit,
2026-01-21,Cafeteria Arabica,Restaurante,83.60,,nubank-credit-2026-01.csv,credit,
2026-01-22,CABLE Y COMU MORELIA SA CIUDAD DE MEXIC,,719.38,,2026-01.csv,credit,
2026-01-22,CUOTA ANUAL MENSUALIDAD 03 DE 03,,2774.48,,2026-01.csv,credit,
2026-01-22,IVA APLICABLE,,443.92,,2026-01.csv,credit,
2026-01-22,UBER EATS               HTTPS://HELP.UB,,853.41,,2026-01.csv,credit,
2026-01-23,Transfer to Luci,Transfer:Luci,2800.00,,banregio-2026-01.pdf,debit,
2026-01-30,Transfer to Luci,Transfer:Luci,2800.00,,banregio-2026-01.pdf,debit,
