Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
20 Sep 2025,21 Sep 2025,MERCADOPAGO*CALIMENCORP Manzanillo,2745.00,,,RFCMAG2105031W3 /REF126931293670,MERCADOPAGO*CALIMENCORP Manzanillo,"CONSTUTUCION 3
MANZANILLO",,28239,MEXICO,'AT252640004000010292773'
20 Sep 2025,21 Sep 2025,REST PAST FICELLE       CIUDAD DE MEX,713.00,,,RFCBBA830831LJ2 /REFROSH2I5ZHRGL,REST PAST FICELLE       CIUDAD DE MEX,"C TAMAULIPAS 39
CONDESA
DF
CIUDAD DE MEXICO CDMX",,06140,MEXICO,'AT252640004000010312729'
20 Sep 2025,21 Sep 2025,UBER EATS               HTTPS://HELP.UB,670.41,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252640004000010304480'
19 Sep 2025,19 Sep 2025,NETFLIX.COM             LOS GATOS,471.22,24.99 USD,,,NETFLIX.COM             LOS GATOS,"121 ALBRIGHT WAY
LOS GATOS
CA
MILPITAS",,95032-1815,UNITED STATES,'AT252620004000010329667'
19 Sep 2025,19 Sep 2025,REST ARDA               CIUDAD DE MEX,1679.00,,,RFCBMI9312038R3 /REF000000000093,REST ARDA               CIUDAD DE MEX,"CLL YUCATAN NO 96
ROMA NORTE
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252620004000010339014'
19 Sep 2025,19 Sep 2025,REST EL PARNITA         CIUDAD DE MEX,1001.00,,,RFCBMI9312038R3 /REF000000000415,REST EL PARNITA         CIUDAD DE MEX,"YUCATAN NO 84 3 D
ROMA NORTE
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252620004000010339013'
19 Sep 2025,20 Sep 2025,WWW.MUBI.COM            NEW YORK,179.00,,,,WWW.MUBI.COM            NEW YORK,"215 PARK AVENUE SOUTH FL 12
NEW YORK",,10003,UNITED STATES,'AT252630004000010316945'
18 Sep 2025,18 Sep 2025,ANTHROPIC               SAN FRANCISCO,4714.18,250.00 USD,,,ANTHROPIC               SAN FRANCISCO,"731 SANSOME ST
SAN FRANCISCO
CA",,94111,UNITED STATES,'AT252610004000010303846'
18 Sep 2025,18 Sep 2025,UBER EATS               HTTPS://HELP.UB,887.55,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252610004000010324875'
17 Sep 2025,18 Sep 2025,AQUI ANTIGUEDADES       CIUDAD DE MEX,700.00,,,RFCBBA830831LJ2 /REFI2NUE6JN0IQM,AQUI ANTIGUEDADES       CIUDAD DE MEX,"C HUICHAPAN 22
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252610004000010314154'
17 Sep 2025,18 Sep 2025,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,788.90,,,RFCBBA830831LJ2 /REFHDU47D2NYDCI,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,"C HUICHAPAN 25 1
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252610004000010313892'
17 Sep 2025,18 Sep 2025,PLANET OF THE VAPES 690 AUSTIN,2001.64,106.15 USD,,,PLANET OF THE VAPES 690 AUSTIN,"2028 E BEN WHITE BLVD STE
AUSTIN
TX",,78741,UNITED STATES,'AT252610004000010317443'
15 Sep 2025,15 Sep 2025,LE PAIN QUOTIDIEN CONDE MEXICO,842.95,,,RFCOLP080326HW2 /REF000107,LE PAIN QUOTIDIEN CONDE MEXICO,"AV AMSTERDAM 309
HIPODROMO CONDESA
CUAUHTEMOC
MEXICO",,06140,MEXICO,'AT252580004000010369170'
15 Sep 2025,15 Sep 2025,REST MYKA CONDESA       CIUDAD DE MEX,255.00,,,RFCBMI9312038R3 /REF000000000044,REST MYKA CONDESA       CIUDAD DE MEX,"TEOTIHUACAN NO 13 LOC B 0
HIPODROMO
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252580004000010351095'
15 Sep 2025,15 Sep 2025,ROTOPLAS SERVICIO       CDMX,369.00,,,RFCOPE130906HN4 /REFGH1BIOEMB1SW,ROTOPLAS SERVICIO       CDMX,"5 DE FEBRERO 1351 - 202
SEQUOIA 202
FELIPE CARRILLO PUERTO
QUERETARO",,76138,MEXICO,'AT252580004000010363731'
15 Sep 2025,15 Sep 2025,UBER EATS               HTTPS://HELP.UB,50.00,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252580004000010380029'
15 Sep 2025,15 Sep 2025,UBER EATS               HTTPS://HELP.UB,874.22,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252580004000010378871'
14 Sep 2025,14 Sep 2025,UBER EATS               HTTPS://HELP.UB,716.85,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252570004000010300575'
14 Sep 2025,14 Sep 2025,UBER TRIP               HTTPS://HELP.UB,488.22,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252570004000010302021'
14 Sep 2025,14 Sep 2025,UBER TRIP               HTTPS://HELP.UB,547.68,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252570004000010301533'
13 Sep 2025,13 Sep 2025,APPLE.COM/BILL          CUPERTINO,199.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252560004000010303321'
13 Sep 2025,14 Sep 2025,THE REST IS HISTORY     HAYWARDS HEATH,154.64,6.00 GBP,,,THE REST IS HISTORY     HAYWARDS HEATH,"""21 PERRYMOUNT ROAD, 3RD FLOOR""
HAYWARDS HEATH",,RH16,UNITED KINGDOM,'AT252570004000010300107'
13 Sep 2025,13 Sep 2025,UBER EATS               HTTPS://HELP.UB,816.45,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252560004000010286554'
13 Sep 2025,14 Sep 2025,UBER TRIP               HTTPS://HELP.UB,134.40,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252570004000010301498'
13 Sep 2025,13 Sep 2025,UBER TRIP               HTTPS://HELP.UB,190.04,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252560004000010291580'
12 Sep 2025,12 Sep 2025,AMAZON MX*EBOOKS MX     MEXICO CITY,277.20,,,RFCAMS130507JI3 /REF1EKdlq4oXn8U3O8K9dWL,AMAZON MX*EBOOKS MX     MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252550004000010333950'
12 Sep 2025,12 Sep 2025,PH ORIGINAL             TLALNEPANTLA,-13912.75,,,RFCPOR2209074V0 /REF8419716,PH ORIGINAL             TLALNEPANTLA,"CERRO DE LAS CAMPANAS O 30 3
SAN ANDRES ATENCO
TLALNEPANTLA DE BAZ
TLALNEPANTLA DE BAZ",,54040,MEXICO,'AT252550004000010315272'
12 Sep 2025,12 Sep 2025,REST DR PIZZA CONDESA 0 CIUDAD DE MEX,1122.00,,,RFCEMS0912039N7,REST DR PIZZA CONDESA 0 CIUDAD DE MEX,"PZA POPOCATEPETL 41
HIPODROMO
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252550004000010334123'
12 Sep 2025,12 Sep 2025,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,1078.00,,,RFCTME840315KT6 /REF101094678386,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,"PARQUE VIA 198 PISO 11
CUAUHTEMOC
CUAUHTEMOC
MEXICO",,06599,MEXICO,'AT252550004000010328974'
11 Sep 2025,12 Sep 2025,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,587.40,,,RFCBBA830831LJ2 /REFGRJKHB0KPRZD,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,"C COLIMA 134
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252550004000010316522'
10 Sep 2025,11 Sep 2025,FS *PUT.IO              877-327-8914,190.74,9.99 USD,,,FS *PUT.IO              877-327-8914,"801 GARDEN ST. #201
SANTA BARBARA
CA",,93101,UNITED STATES,'AT252540004000010272828'
10 Sep 2025,11 Sep 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,367.40,,,RFCBBA830831LJ2 /REFXSQ2NAA4NO6O,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252540004000010278450'
10 Sep 2025,11 Sep 2025,PLAYSTATION NETWORK     800-345-7669,265.59,13.91 USD,,,PLAYSTATION NETWORK     800-345-7669,"10TH FLOOR
6080 CENTER DR
LOS ANGELES
CA",,90045,UNITED STATES,'AT252540004000010278916'
10 Sep 2025,11 Sep 2025,PLAYSTATION NETWORK     800-345-7669,1771.54,92.78 USD,,,PLAYSTATION NETWORK     800-345-7669,"10TH FLOOR
6080 CENTER DR
LOS ANGELES
CA",,90045,UNITED STATES,'AT252540004000010278903'
10 Sep 2025,10 Sep 2025,UNITED PARCEL SERVICE D MEXICO CITY,1922.50,,,RFCUPS891122HV8 /REF1ZG3A2836715738611C3,UNITED PARCEL SERVICE D MEXICO CITY,"EUGENIA 189
NARVARTE ORIENTE
NARVARTE ORIENTE
BENITO JUAREZ
MEXICO",,03020,MEXICO,'AT252530006000010327765'
09 Sep 2025,09 Sep 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,596.99,,,RFCANE140618P37 /REF1ssqOpJshVhWFjVfpDaJ,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252520004000010318886'
09 Sep 2025,10 Sep 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,12999.00,,,RFCANE140618P37 /REF28RQs7ELK7ZZ6iNGD3vh,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252530006000010312384'
09 Sep 2025,10 Sep 2025,REST CHORIPA            CIUDAD DE MEX,485.65,,,RFCBBA830831LJ2 /REFXV90SI0LCDPV,REST CHORIPA            CIUDAD DE MEX,"C ZACATECAS 143
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252530006000010319749'
08 Sep 2025,10 Sep 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,752.39,,,RFCANE140618P37 /REF2CqO36zyQFY1PsrWkLrm,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252530006000010330175'
08 Sep 2025,09 Sep 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,319.00,,,RFCBBA830831LJ2 /REFTJCDDNFTENA0,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252520004000010315369'
08 Sep 2025,08 Sep 2025,VIAGOGO ENTERTAINMENT I NEW YORK,13851.73,723.00 USD,,,VIAGOGO ENTERTAINMENT I NEW YORK,"888 SEVENTH AVE SUITE 302
NEW YORK
NY",,10016,UNITED STATES,'AT252510004000010305339'
07 Sep 2025,08 Sep 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,522.55,,,RFCANE140618P37 /REF16X0JBglDLxxJzrdiqoF,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252510004000010326848'
07 Sep 2025,07 Sep 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,504.07,,,RFCANE140618P37 /REF2UYCqrRriENn7kBxWiXD,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252500004000010320124'
07 Sep 2025,07 Sep 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,1199.00,,,RFCANE140618P37 /REFQpAdgQZhbqCYOHJ5tTuh,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252500004000010320053'
07 Sep 2025,07 Sep 2025,COMISION FEDERAL DE ELE Mexico 484,2309.00,,,RFCCFE370814QI0 /REF972180600843,COMISION FEDERAL DE ELE Mexico 484,"PASEO DE LA REFORMA 164
JUAREZ
CUAUHTEMOC
MEXICO",,06600,MEXICO,'AT252500004000010329008'
07 Sep 2025,07 Sep 2025,REST JOWONG             CIUDAD DE MEX,250.00,,,RFCBMI9312038R3 /REF000000000134,REST JOWONG             CIUDAD DE MEX,"PACHUCA NO 51
CONDESA
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06140,MEXICO,'AT252500004000010312319'
07 Sep 2025,07 Sep 2025,REST MYKA CONDESA       CIUDAD DE MEX,285.00,,,RFCBMI9312038R3 /REF000000000912,REST MYKA CONDESA       CIUDAD DE MEX,"TEOTIHUACAN NO 13 LOC B 0
HIPODROMO
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252500004000010312276'
07 Sep 2025,07 Sep 2025,UBER EATS               HTTPS://HELP.UB,1299.55,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252500004000010326619'
07 Sep 2025,07 Sep 2025,UBER TRIP               HTTPS://HELP.UB,103.81,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252500004000010303141'
07 Sep 2025,07 Sep 2025,UBER TRIP               HTTPS://HELP.UB,150.72,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252500004000010303453'
07 Sep 2025,07 Sep 2025,WHITEPAPER.MX           SAN PEDRO GARZA,189.00,,,RFCSPM1410037E8 /REFCH_3S4NULL5II4PBUG50,WHITEPAPER.MX           SAN PEDRO GARZA,"AV. MANUEL GOMEZ MORIN
SAN PEDRO GARZA GARCIA",,66297,MEXICO,'AT252500004000010300177'
06 Sep 2025,06 Sep 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,109.00,,,RFCANE140618P37 /REF1HqiSSLuAE7MngDaGtqX,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252490009000010296229'
06 Sep 2025,06 Sep 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,564.96,,,RFCANE140618P37 /REF1nojrg3KsG7UtL07lyl1,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252490009000010313015'
06 Sep 2025,06 Sep 2025,ETSY.COM - HISTORILICIO IRELAND,1176.96,,,,ETSY.COM - HISTORILICIO IRELAND,"66/67 GREAT STRAND STREET
DUBLIN",,D01 RW84,IRELAND,'AT252490009000010299359'
06 Sep 2025,07 Sep 2025,MERCADOPAGO*ORUJO       Cuauht?moc,552.00,,,RFCMAG2105031W3 /REF125173557310,MERCADOPAGO*ORUJO       Cuauht?moc,"AMSTERDAM 312
CUAUHTEMOC",,06100,MEXICO,'AT252500004000010300790'
06 Sep 2025,06 Sep 2025,UBER EATS               HTTPS://HELP.UB,1406.89,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252490009000010291567'
06 Sep 2025,06 Sep 2025,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,70.00,,,REFHG3TPRZ6,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252490009000010293176'
05 Sep 2025,05 Sep 2025,ANTHROPIC               SAN FRANCISCO,4795.88,250.00 USD,,,ANTHROPIC               SAN FRANCISCO,"731 SANSOME ST
SAN FRANCISCO
CA",,94111,UNITED STATES,'AT252480004000010370084'
05 Sep 2025,06 Sep 2025,LE PAIN QUOTIDIEN CONDE MEXICO,338.10,,,RFCOLP080326HW2 /REF001394,LE PAIN QUOTIDIEN CONDE MEXICO,"AV AMSTERDAM 309
HIPODROMO CONDESA
CUAUHTEMOC
MEXICO",,06140,MEXICO,'AT252490009000010297801'
04 Sep 2025,05 Sep 2025,ATARANTADOS             CIUDAD DE MEX,370.00,,,RFCBBA830831LJ2 /REFFQUGYJYAJBKH,ATARANTADOS             CIUDAD DE MEX,"C CORDOBA 113 L2
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252480004000010356053'
04 Sep 2025,05 Sep 2025,CGO AUT TELCEL REGION 8 MERIDA,644.61,,,RFCRDI841003QJ4,CGO AUT TELCEL REGION 8 MERIDA,"CALLE 31 N-92 POR 20 Y 18 A
MEXICO
MERIDA",,97128,MEXICO,'AT252480004000010342575'
04 Sep 2025,05 Sep 2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,3852.83,200.00 USD,,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"1455 3RD ST
SAN FRANCISCO
CA",,94158,UNITED STATES,'AT252480004000010358071'
03 Sep 2025,03 Sep 2025,AMAZON MX*PRIME VIDEO C MEXICO CITY,129.00,,,RFCANE140618P37 /REFz5hg5HntkNhCNpt3ywRO,AMAZON MX*PRIME VIDEO C MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252460004000010356143'
03 Sep 2025,04 Sep 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,367.40,,,RFCBBA830831LJ2 /REFXBERJE0RHLFE,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252470004000010288897'
03 Sep 2025,03 Sep 2025,GRACIAS POR SU PAGO EN LINEA,-49900.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002524701520620568100'
03 Sep 2025,03 Sep 2025,GRACIAS POR SU PAGO EN LINEA,-49800.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002524701520618968100'
03 Sep 2025,03 Sep 2025,GRACIAS POR SU PAGO EN LINEA,-49700.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002524701520619368100'
03 Sep 2025,03 Sep 2025,GRACIAS POR SU PAGO EN LINEA,-49600.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002524701520619168100'
03 Sep 2025,03 Sep 2025,GRACIAS POR SU PAGO EN LINEA,-49500.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002524701520619568100'
03 Sep 2025,03 Sep 2025,GRACIAS POR SU PAGO EN LINEA,-49400.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002524701520619768100'
03 Sep 2025,03 Sep 2025,GRACIAS POR SU PAGO EN LINEA,-19255.65,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002524701520618768100'
02 Sep 2025,02 Sep 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,189.00,,,RFCANE140618P37 /REFjOosxAmMLpoOAQf9Yohl,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252450004000010310409'
02 Sep 2025,03 Sep 2025,ANTHROPIC               SAN FRANCISCO,4803.07,250.00 USD,,,ANTHROPIC               SAN FRANCISCO,"731 SANSOME ST
SAN FRANCISCO
CA",,94111,UNITED STATES,'AT252460004000010372538'
02 Sep 2025,03 Sep 2025,ETSY.COM - RUGSRUNNER E IRELAND,7329.77,,,,ETSY.COM - RUGSRUNNER E IRELAND,"66/67 GREAT STRAND STREET
DUBLIN",,D01 RW84,IRELAND,'AT252460004000010371127'
02 Sep 2025,03 Sep 2025,LE PAIN QUOTIDIEN ROMA  MEXICO,323.40,,,RFCOLP080326HW2 /REF000111,LE PAIN QUOTIDIEN ROMA  MEXICO,"MONTERREY 104
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252460004000010374277'
02 Sep 2025,03 Sep 2025,X CORP. PAID FEATURES   BASTROP,153.70,8.00 USD,,,X CORP. PAID FEATURES   BASTROP,"SUITE 900
1355 MARKET ST
SAN FRANCISCO
CA",,94103,UNITED STATES,'AT252460004000010368028'
01 Sep 2025,03 Sep 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,549.38,,,RFCANE140618P37 /REF3k7du51uiLKyYwTcgJYZ,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252460004000010373795'
01 Sep 2025,02 Sep 2025,DEMERGE MEXICO RB       MEXICO,1305.00,,,RFCDME180122DU4 /REFVVEXPE4E1ICI,DEMERGE MEXICO RB       MEXICO,"GENERAL BENJAMIN HILL 1 PISO 1
HIPODROMO CONDESA
CUAUHTEMOC
MEXICO",,06170,MEXICO,'AT252450004000010308116'
01 Sep 2025,02 Sep 2025,MERCADOPAGO*SMOKESHOPCD Tijuana,125.00,,,RFCMAG2105031W3 /REF123971660659,MERCADOPAGO*SMOKESHOPCD Tijuana,"PEIV VISO  12822
TIJUANA",,22170,MEXICO,'AT252450004000010296582'
01 Sep 2025,01 Sep 2025,"NESPRESSO MEXICO, S.A.  MEXICO",320.00,,,RFCAME1405134M6 /REF######dJlkq7,"NESPRESSO MEXICO, S.A.  MEXICO","DURANGO 230
ROMA NORTE
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252440004000010319107'
01 Sep 2025,02 Sep 2025,PALACIODEHIERRO DURANGO MEXICO,1049.80,,,RFCPHI830429MG6 /REF875353,PALACIODEHIERRO DURANGO MEXICO,"DURANGO 230
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT252450004000010303226'
01 Sep 2025,01 Sep 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,194.88,,,RFCOLA1012082G0 /REF4053349516,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252440004000010340358'
01 Sep 2025,02 Sep 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,341.00,,,RFCBBA830831LJ2 /REFZ9114SPN8ZKT,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252450004000010292589'
31 Aug 2025,31 Aug 2025,BILLPOCKET*ABRASAMAR 9C MIGUEL HIDALG,2409.25,,,RFCPLA120807BK0 /REF5654405,BILLPOCKET*ABRASAMAR 9C MIGUEL HIDALG,"""HOMERO NUM. 229, INT. 501, COL. POLANCO""
MIGUEL HIDALG",,11560,MEXICO,'AT252430004000010286615'
