Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
19 Nov 2025,19 Nov 2025,NETFLIX.COM             NETFLIX.COM,470.71,24.99 USD,,,NETFLIX.COM             NETFLIX.COM,"121 ALBRIGHT WAY
LOS GATOS
CA
MILPITAS",,95032-1815,UNITED STATES,'AT253230004000010372981'
19 Nov 2025,21 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,112.64,"8.320,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253250004000010355661'
19 Nov 2025,21 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,145.70,"10.761,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253250004000010355666'
19 Nov 2025,21 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,173.04,"12.771,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253250004000010355669'
18 Nov 2025,19 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,91.35,"6.789,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253230004000010370858'
18 Nov 2025,19 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,92.67,"6.893,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253230004000010370859'
18 Nov 2025,19 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,177.43,"13.198,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253230004000010370874'
18 Nov 2025,19 Nov 2025,WWW.MUBI.COM            NEW YORK,179.00,,,,WWW.MUBI.COM            NEW YORK,"215 PARK AVENUE SOUTH FL 12
NEW YORK",,10003,UNITED STATES,'AT253230004000010347981'
17 Nov 2025,17 Nov 2025,MERPAGO*BYCGASTRONOMI   Buenos Aires,323.34,"24.200,00 ARS",,,MERPAGO*BYCGASTRONOMI   Buenos Aires,"MANSO JUANA 670
BUENOS AIRES",,1107,ARGENTINA,'AT253210004000010355442'
17 Nov 2025,18 Nov 2025,OPTICA URIBURU          CAP.FEDERAL,4163.22,"310.000,00 ARS",,,OPTICA URIBURU          CAP.FEDERAL,"URIBURU                   00056
CAP.FEDERAL",,1027,ARGENTINA,'AT253220004000010384603'
17 Nov 2025,19 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,98.70,"7.344,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253230004000010370863'
17 Nov 2025,18 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,104.53,"7.779,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253220004000010380522'
17 Nov 2025,18 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,119.82,"8.926,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253220004000010380526'
16 Nov 2025,17 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,87.70,"6.563,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253210004000010363606'
16 Nov 2025,17 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,100.69,"7.535,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253210004000010363608'
15 Nov 2025,15 Nov 2025,BANKLESS                NEW YORK,2823.15,150.00 USD,,,BANKLESS                NEW YORK,"""440 MONTICELLO AVE, STE 1""
NORFOLK
VA",,23510,UNITED STATES,'AT253190004000010360731'
15 Nov 2025,17 Nov 2025,FAUSTO                  CAP.FEDERAL,467.51,"35.000,00 ARS",,,FAUSTO                  CAP.FEDERAL,"DEFENSA                   00887
CAP.FEDERAL",,1065,ARGENTINA,'AT253210004000010347148'
15 Nov 2025,17 Nov 2025,FAUSTO                  CAP.FEDERAL,3607.04,"270.000,00 ARS",,,FAUSTO                  CAP.FEDERAL,"DEFENSA                   00887
CAP.FEDERAL",,1065,ARGENTINA,'AT253210004000010347149'
15 Nov 2025,15 Nov 2025,HAVANNA MACRO           CIUDAD AUTONOMA,1229.01,"92.000,00 ARS",,,HAVANNA MACRO           CIUDAD AUTONOMA,"HUMBOLDT 1695
CIUDAD AUTONOMA DE BUENOS AIRES",,C1414CTO,ARGENTINA,'AT253190004000010382553'
15 Nov 2025,15 Nov 2025,MERPAGO*VORTICE         Posadas,999.20,"74.800,00 ARS",,,MERPAGO*VORTICE         Posadas,"CALLE 17 9
POSADAS",,3300,ARGENTINA,'AT253190004000010387683'
15 Nov 2025,17 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,211.17,"15.800,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253210004000010363615'
15 Nov 2025,18 Nov 2025,POP HOME ELECTRO        CAPITAL FEDERAL,53.77,"4.000,00 ARS",,,POP HOME ELECTRO        CAPITAL FEDERAL,"ROBERTO FITZ ROY          01987  LOC
CAPITAL FEDERAL",,1414,ARGENTINA,'AT253220004000010384597'
15 Nov 2025,16 Nov 2025,QUORUM 000057613        CAPITAL,431.56,"32.300,00 ARS",,,QUORUM 000057613        CAPITAL,"DEFENSA 894
-
CAPITAL",,C1429ZZZ,ARGENTINA,'AT253200004000010341775'
15 Nov 2025,16 Nov 2025,QUORUM 000057613        CAPITAL,7196.58,"538.700,00 ARS",,,QUORUM 000057613        CAPITAL,"DEFENSA 894
-
CAPITAL",,C1429ZZZ,ARGENTINA,'AT253200004000010341776'
15 Nov 2025,15 Nov 2025,ROTOPLAS SERVICIO       CDMX,369.00,,,RFCOPE130906HN4 /REF6ORDXS4ZSTN8,ROTOPLAS SERVICIO       CDMX,"5 DE FEBRERO 1351 - 202
SEQUOIA 202
FELIPE CARRILLO PUERTO
QUERETARO",,76138,MEXICO,'AT253190004000010366628'
15 Nov 2025,15 Nov 2025,RSI*GRANMAHATMA         CABA,1603.92,"120.060,01 ARS",,,RSI*GRANMAHATMA         CABA,"FITZ ROY 1440
CIUDAD AUTONOMA DE BUENOS AIRES",,C1414CHT,ARGENTINA,'AT253190004000010386278'
14 Nov 2025,15 Nov 2025,MAS VISION 99999999     CABA,3598.95,"269.400,00 ARS",,,MAS VISION 99999999     CABA,"AV INTE BULLRICH 345
CIUDAD AUTONOMA BUENOS AIRES",,C1425FTD,ARGENTINA,'AT253190004000010389510'
14 Nov 2025,15 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,25.02,"1.879,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253190004000010366038'
14 Nov 2025,16 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,86.39,"6.471,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253200004000010349450'
14 Nov 2025,16 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,86.76,"6.499,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253200004000010349452'
14 Nov 2025,16 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,87.52,"6.551,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253200004000010349455'
14 Nov 2025,16 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,154.70,"11.582,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253200004000010349467'
14 Nov 2025,16 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,213.43,"15.978,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253200004000010349473'
13 Nov 2025,14 Nov 2025,APPLE.COM/BILL          CUPERTINO,249.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT253180004000010421303'
13 Nov 2025,14 Nov 2025,CONROSAR SRL PRINCIPAL  CABA,369.65,"27.600,00 ARS",,,CONROSAR SRL PRINCIPAL  CABA,"AV CORRIENTES        6891
CABA",,1427,ARGENTINA,'AT253180004000010395000'
13 Nov 2025,14 Nov 2025,MASSEY FAMILIA-BUENA HU CIUDAD AUTONOMA,3357.85,"250.125,00 ARS",,,MASSEY FAMILIA-BUENA HU CIUDAD AUTONOMA,"CERVI¨O 3889 0 0
CIUDAD AUTONOMA BUEN",,C1425AGH,ARGENTINA,'AT253180004000010394375'
13 Nov 2025,15 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,72.08,"5.389,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253190004000010366043'
13 Nov 2025,14 Nov 2025,THE REST IS HISTORY     HAYWARDS HEATH,148.68,6.00 GBP,,,THE REST IS HISTORY     HAYWARDS HEATH,"""21 PERRYMOUNT ROAD, 3RD FLOOR""
HAYWARDS HEATH",,RH16,UNITED KINGDOM,'AT253180004000010406054'
12 Nov 2025,13 Nov 2025,BACKROOM                CAPITAL FEDERAL,677.18,"51.100,00 ARS",,,BACKROOM                CAPITAL FEDERAL,"BORGES JORGE LUIS         01975  OF.
CAPITAL FEDERAL",,1414,ARGENTINA,'AT253170004000010342967'
12 Nov 2025,13 Nov 2025,COBRO SUR PRINCIPAL     CABA,650.01,"49.000,00 ARS",,,COBRO SUR PRINCIPAL     CABA,"TALCAHUANO          01083P
CABA",,1013,ARGENTINA,'AT253170004000010357005'
12 Nov 2025,13 Nov 2025,MERPAGO*SCOTCHANDSODA   Ciudad Autono,543.32,"41.000,00 ARS",,,MERPAGO*SCOTCHANDSODA   Ciudad Autono,"LAVALLE 1625 PISO:4 DPTO:4011625
CIUDAD AUTONOMA DE BUENOS AIRES",,1048,ARGENTINA,'AT253170004000010360459'
12 Nov 2025,14 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,56.27,"4.190,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253180004000010407847'
11 Nov 2025,13 Nov 2025,PASTASOLE-PASTASOLE     Buenos Aires,823.05,"62.100,00 ARS",,,PASTASOLE-PASTASOLE     Buenos Aires,"FITZ ROY 1947
BUENOS AIRES",,C1414AAA,ARGENTINA,'AT253170004000010357751'
11 Nov 2025,11 Nov 2025,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,1113.00,,,RFCTME840315KT6 /REF101249799182,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,"PARQUE VIA 198 PISO 11
CUAUHTEMOC
CUAUHTEMOC
MEXICO",,06599,MEXICO,'AT253150004000010317147'
10 Nov 2025,10 Nov 2025,COMISION FEDERAL DE ELE Mexico 484,2439.00,,,RFCCFE370814QI0 /REF972180600843,COMISION FEDERAL DE ELE Mexico 484,"PASEO DE LA REFORMA 164
JUAREZ
CUAUHTEMOC
MEXICO",,06600,MEXICO,'AT253140004000010337713'
10 Nov 2025,10 Nov 2025,DISCORD* NITROYEARLY    SAN FRANCISCO,1590.00,,,,DISCORD* NITROYEARLY    SAN FRANCISCO,"""444 DE HARO STREET, SUITE 200""
SAN FRANCISCO",,94107,UNITED STATES,'AT253140004000010328228'
10 Nov 2025,11 Nov 2025,EL PREFERIDO 99999999   CABA,5466.79,"417.200,00 ARS",,,EL PREFERIDO 99999999   CABA,"GUATEMALA 4801
CIUDAD AUTONOMA BUENOS AIRES",,C1425BUO,ARGENTINA,'AT253150004000010302905'
10 Nov 2025,11 Nov 2025,SIE*PLAYSTATIONNETWO    877-971-7669,262.74,13.91 USD,,,SIE*PLAYSTATIONNETWO    877-971-7669,"10TH FLOOR
6080 CENTER DR
LOS ANGELES
CA",,90045,UNITED STATES,'AT253150004000010302927'
09 Nov 2025,10 Nov 2025,BORGES 1975 SRL         CAP.FEDERAL,1473.13,"112.890,00 ARS",,,BORGES 1975 SRL         CAP.FEDERAL,"JORGE LUIS BORGES         0197A0
CAP.FEDERAL",,1414,ARGENTINA,'AT253140004000010329259'
09 Nov 2025,10 Nov 2025,CAUCE RESTAURANT        CAPITAL FEDERAL,2085.88,"159.850,00 ARS",,,CAUCE RESTAURANT        CAPITAL FEDERAL,"AV ALICIA M DE JUSTO      00440  LOC
CAPITAL FEDERAL",,00001001,ARGENTINA,'AT253140004000010330684'
09 Nov 2025,10 Nov 2025,FS *PUT.IO              877-327-8914,189.81,9.99 USD,,,FS *PUT.IO              877-327-8914,"801 GARDEN ST. #201
SANTA BARBARA
CA",,93101,UNITED STATES,'AT253140004000010334672'
09 Nov 2025,09 Nov 2025,MERPAGO*AURACAFE        HURLINGHAM,157.51,"12.000,00 ARS",,,MERPAGO*AURACAFE        HURLINGHAM,"GARRIDO 4359 4359
HURLINGHAM",,1686,ARGENTINA,'AT253130004000010361583'
09 Nov 2025,10 Nov 2025,MOLDE                   CAP.FEDERAL,1062.49,"81.420,00 ARS",,,MOLDE                   CAP.FEDERAL,"NICARAGUA                 04896  LOC
CAP.FEDERAL",,1414,ARGENTINA,'AT253140004000010330682'
09 Nov 2025,11 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,182.26,"13.950,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253150004000010314095'
09 Nov 2025,10 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,286.35,"21.940,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253140004000010338942'
09 Nov 2025,10 Nov 2025,RAPANUI 99999999        CABA,204.81,"15.600,00 ARS",,,RAPANUI 99999999        CABA,"MALABIA 2014
CIUDAD AUTONOMA BUENOS AIRES",,C1425AAA,ARGENTINA,'AT253140004000010346336'
08 Nov 2025,10 Nov 2025,CAPISANO                CAP.FEDERAL,1826.92,"140.000,00 ARS",,,CAPISANO                CAP.FEDERAL,"NICARAGUA                 04627
CAP.FEDERAL",,1414,ARGENTINA,'AT253140004000010329337'
08 Nov 2025,09 Nov 2025,DON JULIO 99999999      CABA,8098.34,"616.980,00 ARS",,,DON JULIO 99999999      CABA,"GUATEMALA 4699
CIUDAD AUTONOMA BUENOS AIRES",,C1425BUK,ARGENTINA,'AT253130004000010352871'
08 Nov 2025,10 Nov 2025,ETERNA CADENCIA         CAP.FEDERAL,378.34,"29.000,00 ARS",,,ETERNA CADENCIA         CAP.FEDERAL,"HONDURAS                  05574
CAP.FEDERAL",,1414,ARGENTINA,'AT253140004000010329517'
08 Nov 2025,10 Nov 2025,ETERNA CADENCIA         CAP.FEDERAL,1688.65,"129.400,00 ARS",,,ETERNA CADENCIA         CAP.FEDERAL,"HONDURAS                  05574
CAP.FEDERAL",,1414,ARGENTINA,'AT253140004000010329516'
08 Nov 2025,09 Nov 2025,HAVANNA MACRO           CIUDAD AUTONOMA,22.23,"1.700,00 ARS",,,HAVANNA MACRO           CIUDAD AUTONOMA,"HUMBOLDT 1695
CIUDAD AUTONOMA DE BUENOS AIRES",,C1414CTO,ARGENTINA,'AT253130004000010353555'
08 Nov 2025,10 Nov 2025,LA FAROLERA             CAPITAL FEDERAL,2827.84,"216.700,00 ARS",,,LA FAROLERA             CAPITAL FEDERAL,"JORGE LUIS BORGES         02023  LOC
CAPITAL FEDERAL",,00001425,ARGENTINA,'AT253140004000010328932'
08 Nov 2025,09 Nov 2025,MERPAGO*23CREACIONES5   TURDERA,1128.76,"86.000,00 ARS",,,MERPAGO*23CREACIONES5   TURDERA,"PRETTI 182 NULL
TURDERA",,1833,ARGENTINA,'AT253130004000010340683'
08 Nov 2025,09 Nov 2025,MERPAGO*AURACAFE        HURLINGHAM,153.51,"11.700,00 ARS",,,MERPAGO*AURACAFE        HURLINGHAM,"GARRIDO 4359 4359
HURLINGHAM",,1686,ARGENTINA,'AT253130004000010340684'
08 Nov 2025,09 Nov 2025,MERPAGO*BONDI           Palermo,881.95,"67.200,00 ARS",,,MERPAGO*BONDI           Palermo,"URIARTE 2284
PALERMO",,1425,ARGENTINA,'AT253130004000010340690'
08 Nov 2025,10 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,69.13,"5.299,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253140004000010338880'
08 Nov 2025,10 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,95.00,"7.285,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253140004000010338899'
08 Nov 2025,10 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,190.21,"14.570,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253140004000010338903'
08 Nov 2025,09 Nov 2025,PERSONAL FLOW           CIUDAD AUTONOMA,393.86,"29.999,91 ARS",,,PERSONAL FLOW           CIUDAD AUTONOMA,"ALICIA MOREAU DE JUSTO 50
PISO 10
CIUDAD AUTONOMA BUENOS AIRES",,C1107AAB,ARGENTINA,'AT253130004000010353162'
08 Nov 2025,10 Nov 2025,VALPAL                  CAPITAL FEDERAL,600.28,"46.000,00 ARS",,,VALPAL                  CAPITAL FEDERAL,"PIERINA DEALESSI          013A0  LOC
CAPITAL FEDERAL",,1107,ARGENTINA,'AT253140004000010330683'
07 Nov 2025,07 Nov 2025,FABRIC LE PAIN HAVANNA  ARPT EZEIZA,98.41,"7.500,00 ARS",,,FABRIC LE PAIN HAVANNA  ARPT EZEIZA,"AEROP EZEIZA PISTARINI A
ARPT EZEIZA",,B1802EZE,ARGENTINA,'AT253110004000010343043'
07 Nov 2025,07 Nov 2025,FABRIC LE PAIN HAVANNA  ARPT EZEIZA,422.74,"32.200,00 ARS",,,FABRIC LE PAIN HAVANNA  ARPT EZEIZA,"AEROP EZEIZA PISTARINI A
ARPT EZEIZA",,B1802EZE,ARGENTINA,'AT253110004000010343044'
07 Nov 2025,08 Nov 2025,LA DORITA PRINCIPAL     CABA,603.80,"46.000,00 ARS",,,LA DORITA PRINCIPAL     CABA,"HUMBOLDT            01890P
CABA",,1414,ARGENTINA,'AT253120004000010296705'
07 Nov 2025,09 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,490.56,"37.373,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253130004000010354978'
07 Nov 2025,09 Nov 2025,PAYU-UBER 828987        BUENOSAIRES,796.83,"60.705,00 ARS",,,PAYU-UBER 828987        BUENOSAIRES,"RONDEAU 2664
PISO 6
CIUDAD AUTONOMA BUENOS AIRES",,C1262ABH,ARGENTINA,'AT253130004000010354979'
07 Nov 2025,07 Nov 2025,WHITEPAPER.MX           SAN PEDRO GARZA,189.00,,,RFCSPM1410037E8 /REFCH_3SQUXEL5II4PBUG50,WHITEPAPER.MX           SAN PEDRO GARZA,"AV. MANUEL GOMEZ MORIN
SAN PEDRO GARZA GARCIA",,66297,MEXICO,'AT253110004000010361401'
06 Nov 2025,06 Nov 2025,MERPAGO*LEMORNE         Almagro,123.36,"9.500,00 ARS",,,MERPAGO*LEMORNE         Almagro,"26 986 986
MERCEDES",,6600,ARGENTINA,'AT253100004000010333049'
06 Nov 2025,07 Nov 2025,RSI*GRANMAHATMA         CABA,1155.74,"88.057,01 ARS",,,RSI*GRANMAHATMA         CABA,"FITZ ROY 1440
CIUDAD AUTONOMA DE BUENOS AIRES",,C1414CHT,ARGENTINA,'AT253110004000010356677'
06 Nov 2025,06 Nov 2025,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,70.00,,,REFPTQYH30A,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253100004000010338424'
05 Nov 2025,05 Nov 2025,MERPAGO*KAFFE           Puerto madero,66.83,"5.100,00 ARS",,,MERPAGO*KAFFE           Puerto madero,"OLGA COSSETTINI 1341
PUERTO MADERO",,1107,ARGENTINA,'AT253090004000010319039'
04 Nov 2025,05 Nov 2025,ADN NUTRITION 99999999  CABA,937.82,"71.500,00 ARS",,,ADN NUTRITION 99999999  CABA,"AVENIDA CORDOBA 4685
CIUDAD AUTONOMA BUENOS AIRES",,C1414BAE,ARGENTINA,'AT253090004000010322732'
04 Nov 2025,07 Nov 2025,CGO AUT TELCEL REGION 8 MERIDA,1585.69,,,RFCRDI841003QJ4,CGO AUT TELCEL REGION 8 MERIDA,"CALLE 31 N-92 POR 20 Y 18 A
MEXICO
MERIDA",,97128,MEXICO,'AT253110004000010354670'
04 Nov 2025,05 Nov 2025,FUEGOS DE PALERMO       CAPITAL FEDERAL,524.20,"40.000,00 ARS",,,FUEGOS DE PALERMO       CAPITAL FEDERAL,"COSTA RICA                0A602  LOC
CAPITAL FEDERAL",,1414,ARGENTINA,'AT253090004000010323459'
04 Nov 2025,04 Nov 2025,MERPAGO*1440KIOSCOS     Caba,174.90,"13.200,00 ARS",,,MERPAGO*1440KIOSCOS     Caba,"HUMAHUACA3701
CABA",,1191,ARGENTINA,'AT253080004000010331863'
04 Nov 2025,04 Nov 2025,MERPAGO*KAFFE           Puerto madero,67.47,"5.100,00 ARS",,,MERPAGO*KAFFE           Puerto madero,"OLGA COSSETTINI 1341
PUERTO MADERO",,1107,ARGENTINA,'AT253080004000010331861'
