Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
11 Oct 2025,11 Oct 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,823.70,,,RFCTRA150604TW1 /REF257479ab-b070-4512-a,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT252840004000010343522'
11 Oct 2025,11 Oct 2025,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,1078.00,,,RFCTME840315KT6 /REF101167593497,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,"PARQUE VIA 198 PISO 11
CUAUHTEMOC
CUAUHTEMOC
MEXICO",,06599,MEXICO,'AT252840004000010334705'
10 Oct 2025,11 Oct 2025,FS *PUT.IO              877-327-8914,190.38,9.99 USD,,,FS *PUT.IO              877-327-8914,"801 GARDEN ST. #201
SANTA BARBARA
CA",,93101,UNITED STATES,'AT252840004000010346705'
10 Oct 2025,10 Oct 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,397.70,,,RFCTRA150604TW1 /REF3b837e18-fc52-4b43-8,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT252830004000010333549'
10 Oct 2025,11 Oct 2025,REST CHORIPA            CIUDAD DE MEX,501.60,,,RFCBBA830831LJ2 /REF001WSQZMMVAU,REST CHORIPA            CIUDAD DE MEX,"C ZACATECAS 143
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252840004000010331005'
10 Oct 2025,11 Oct 2025,SIE*PLAYSTATIONNETWO    877-971-7669,265.08,13.91 USD,,,SIE*PLAYSTATIONNETWO    877-971-7669,"10TH FLOOR
6080 CENTER DR
LOS ANGELES
CA",,90045,UNITED STATES,'AT252840004000010351236'
09 Oct 2025,10 Oct 2025,ALMANEGRA CAFE          CIUDAD DE MEX,88.00,,,RFCBMN930209927 /REF320107015656,ALMANEGRA CAFE          CIUDAD DE MEX,"CA ZACATECAS NO 180 E2
HIPODROMO
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252830004000010311734'
09 Oct 2025,10 Oct 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,367.40,,,RFCBBA830831LJ2 /REFSOX12SLI0RUK,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252830004000010310340'
09 Oct 2025,09 Oct 2025,UBER TRIP               HTTPS://HELP.UB,64.53,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252820004000010309802'
09 Oct 2025,09 Oct 2025,UBER TRIP               HTTPS://HELP.UB,88.22,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252820004000010309489'
08 Oct 2025,08 Oct 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,1399.00,,,RFCANE140618P37 /REFTkXShZzMI23wFM1Pa0oq,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252810004000010326528'
08 Oct 2025,09 Oct 2025,MERCADOPAGO*BLENDSTATIO Cuauht?moc,170.00,,,RFCMAG2105031W3 /REF129126314612,MERCADOPAGO*BLENDSTATIO Cuauht?moc,"AMSTERDAM 282
CUAUHTEMOC",,06140,MEXICO,'AT252820004000010307874'
08 Oct 2025,09 Oct 2025,MERCADOPAGO*CALIMENCORP Manzanillo,2650.00,,,RFCMAG2105031W3 /REF129177467546,MERCADOPAGO*CALIMENCORP Manzanillo,"CONSTUTUCION 3
MANZANILLO",,28239,MEXICO,'AT252820004000010307560'
08 Oct 2025,09 Oct 2025,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,380.60,,,RFCBBA830831LJ2 /REFOYRIOVD2PGSP,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,"C COLIMA 134
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252820004000010309113'
07 Oct 2025,08 Oct 2025,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,961.40,,,RFCBBA830831LJ2 /REFVLH5ZPHTF65W,CASAS DE COMIDA DEGU S  CIUDAD DE MEX,"C HUICHAPAN 25 1
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252810004000010330853'
07 Oct 2025,07 Oct 2025,WHITEPAPER.MX           SAN PEDRO GARZA,189.00,,,RFCSPM1410037E8 /REFCH_3SFGCTL5II4PBUG50,WHITEPAPER.MX           SAN PEDRO GARZA,"AV. MANUEL GOMEZ MORIN
SAN PEDRO GARZA GARCIA",,66297,MEXICO,'AT252800004000010330601'
06 Oct 2025,06 Oct 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,242.25,,,RFCANE140618P37 /REF1pZaDXuJlLYowJN5iI6r,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252790004000010319006'
06 Oct 2025,07 Oct 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,817.63,,,RFCANE140618P37 /REFHJLpv3VByidqYOy6SEci,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252800004000010320896'
06 Oct 2025,06 Oct 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,820.00,,,RFCANE140618P37 /REFEcFJhrSAok8T2v7EjvbK,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252790004000010318500'
06 Oct 2025,06 Oct 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,854.46,,,RFCANE140618P37 /REFYIpepNu1jMy9nDuEy91R,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252790004000010319043'
06 Oct 2025,07 Oct 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,302.50,,,RFCBBA830831LJ2 /REFOYRIOVD2PGSP,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252800004000010316616'
06 Oct 2025,06 Oct 2025,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,70.00,,,REFPBSYQQ47,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252790004000010320094'
05 Oct 2025,05 Oct 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,1463.75,,,RFCANE140618P37 /REF2ogUBQURkac0IBaMMXnV,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252780004000010302758'
05 Oct 2025,05 Oct 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,338.70,,,RFCTRA150604TW1 /REFf204c5aa-3a24-4d8d-b,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT252780004000010329239'
05 Oct 2025,05 Oct 2025,UBER EATS               HTTPS://HELP.UB,664.20,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252780004000010314766'
04 Oct 2025,04 Oct 2025,APPLE.COM/BILL          CUPERTINO,-149.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252770007000010318582'
04 Oct 2025,05 Oct 2025,BILLPOCKET*KOYI SUSHI F MERIDA,3306.00,,,RFCPLA120807BK0 /REF5822594,BILLPOCKET*KOYI SUSHI F MERIDA,"14 NUM. 255 COL. VISTA ALEGRE
MERIDA",,97130,MEXICO,'AT252780004000010318159'
04 Oct 2025,05 Oct 2025,BOUT CASA DENIM         CUAUHTEMOC,6500.00,,,RFCBLI120726UF6 /REFM20XSL0W7AWK,BOUT CASA DENIM         CUAUHTEMOC,"MARSELLA 70
CUAUHTEMOC",,06600,MEXICO,'AT252780004000010305227'
04 Oct 2025,08 Oct 2025,CGO AUT TELCEL REGION 8 MERIDA,811.58,,,RFCRDI841003QJ4,CGO AUT TELCEL REGION 8 MERIDA,"CALLE 31 N-92 POR 20 Y 18 A
MEXICO
MERIDA",,97128,MEXICO,'AT252810004000010317599'
04 Oct 2025,05 Oct 2025,ESTETICA MOC            CIUDAD DE MEX,510.00,,,RFCBBA830831LJ2 /REF001WSQZMMVAU,ESTETICA MOC            CIUDAD DE MEX,"AV AMSTERDAM LOC C 26
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252780004000010302270'
04 Oct 2025,04 Oct 2025,GRACIAS POR SU PAGO EN LINEA,-49900.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002527715075144368100'
04 Oct 2025,04 Oct 2025,GRACIAS POR SU PAGO EN LINEA,-49800.00,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002527715075144568100'
04 Oct 2025,04 Oct 2025,GRACIAS POR SU PAGO EN LINEA,-34658.38,,,,GRACIAS POR SU PAGO EN LINEA,,,,,'S0002527715075144168100'
04 Oct 2025,05 Oct 2025,MERCADOPAGO*LOOSEBLUES  Cuauht?moc,373.75,,,RFCMAG2105031W3 /REF128094316403,MERCADOPAGO*LOOSEBLUES  Cuauht?moc,"DINAMARCA 44
CUAUHTEMOC",,06600,MEXICO,'AT252780004000010325686'
04 Oct 2025,05 Oct 2025,MERCADOPAGO*LOOSEBLUES  Cuauht?moc,6300.00,,,RFCMAG2105031W3 /REF128096748667,MERCADOPAGO*LOOSEBLUES  Cuauht?moc,"DINAMARCA 44
CUAUHTEMOC",,06600,MEXICO,'AT252780004000010326167'
04 Oct 2025,05 Oct 2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,3777.34,200.00 USD,,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"1455 3RD ST
SAN FRANCISCO
CA",,94158,UNITED STATES,'AT252780004000010320102'
04 Oct 2025,04 Oct 2025,UBER EATS               HTTPS://HELP.UB,2066.60,,,,UBER EATS               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252770007000010323915'
04 Oct 2025,05 Oct 2025,UBER TRIP               HTTPS://HELP.UB,164.58,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252780004000010330355'
04 Oct 2025,05 Oct 2025,UBER TRIP               HTTPS://HELP.UB,168.04,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT252780004000010330395'
03 Oct 2025,03 Oct 2025,AMAZON MX*PRIME VIDEO C MEXICO CITY,129.00,,,RFCANE140618P37 /REF1AVvgfcUZowMkmcL2KGw,AMAZON MX*PRIME VIDEO C MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252760004000010320408'
03 Oct 2025,03 Oct 2025,APPLE.COM/BILL          CUPERTINO,587.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT252760004000010327927'
03 Oct 2025,04 Oct 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,368.50,,,RFCBBA830831LJ2 /REFY1PUSGDPR4JY,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252770007000010319705'
02 Oct 2025,02 Oct 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,799.90,,,RFCANE140618P37 /REF1b8Fm5YXA50KoRJOQAjT,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252750004000010365596'
02 Oct 2025,03 Oct 2025,REST DRUNKENDOG 0001449 CIUDAD DE MEX,270.25,,,RFCEMS0912039N7,REST DRUNKENDOG 0001449 CIUDAD DE MEX,"NUEVO LEON 4 A
HIPODROMO
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT252760004000010332591'
02 Oct 2025,03 Oct 2025,X CORP. PAID FEATURES   BASTROP,151.86,8.00 USD,,,X CORP. PAID FEATURES   BASTROP,"SUITE 900
1355 MARKET ST
SAN FRANCISCO
CA",,94103,UNITED STATES,'AT252760004000010332761'
01 Oct 2025,02 Oct 2025,ATARANTADOS             CIUDAD DE MEX,366.85,,,RFCBBA830831LJ2 /REFOZC1HETDDN60,ATARANTADOS             CIUDAD DE MEX,"C CORDOBA 113 L2
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252750004000010352877'
01 Oct 2025,01 Oct 2025,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,194.88,,,RFCOLA1012082G0 /REF4116146804,PAYU-GOOGLE CLOUD 10166 CIUDAD DE MEXIC,"MONTES URALES 445 PISO 5
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT252740004000010343278'
01 Oct 2025,02 Oct 2025,REST LARDO              CIUDAD DE MEX,451.36,,,RFCBMI9312038R3 /REF000000000098,REST LARDO              CIUDAD DE MEX,"MAZATLAN NO 5
CONDESA
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06140,MEXICO,'AT252750004000010346520'
01 Oct 2025,02 Oct 2025,REST PANADERIA ROSETTA  CIUDAD DE MEX,150.00,,,RFCEMS0912039N7,REST PANADERIA ROSETTA  CIUDAD DE MEX,"C COLIMA LOC A 179
ROMA
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252750004000010346123'
01 Oct 2025,02 Oct 2025,STARLINK                CIUDAD DE MEXIC,1305.00,,,RFCDME180122DU4 /REF4HVEYSIYXZ83,STARLINK                CIUDAD DE MEXIC,"AVENIDA INSURGENTES SUR 540
CIUDAD DE MEXIC",,06760,MEXICO,'AT252750004000010345617'
30 Sep 2025,30 Sep 2025,AETHOS CLUB             LONDON,3389.26,180.00 USD,,,AETHOS CLUB             LONDON,"""KEMP HOUSE, 160 CITY ROAD""
LONDON",,EC1V,UNITED KINGDOM,'AT252730004000010315041'
30 Sep 2025,30 Sep 2025,"GITHUB, INC.            SAN FRANCISCO",263.61,14.00 USD,,,"GITHUB, INC.            SAN FRANCISCO","275 BRANNAN STREET
SAN FRANCISCO
CA",,94107,UNITED STATES,'AT252730004000010340612'
30 Sep 2025,01 Oct 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,198.00,,,RFCBBA830831LJ2 /REFW0LDGIJ0DWYW,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT252740004000010327500'
29 Sep 2025,29 Sep 2025,DEVOLUCION DE INTERESES ORDINARIOS,-270.70,,,,DEVOLUCION DE INTERESES ORDINARIOS,,,,,'S0002527209871354968109'
29 Sep 2025,29 Sep 2025,DEVOLUCION DE IVA APLICABLE,-43.31,,,,DEVOLUCION DE IVA APLICABLE,,,,,'S0002527209871355068100'
29 Sep 2025,30 Sep 2025,MERCADOPAGO*SUC90       Cuauht?moc,320.10,,,RFCMAG2105031W3 /REF127410393483,MERCADOPAGO*SUC90       Cuauht?moc,"ALVARO OBREGON  90
CUAUHTEMOC",,06700,MEXICO,'AT252730004000010341068'
