Fecha,Fecha de Compra,Descripción,Importe,Monto en moneda extranjera,Tipo de Cambio,Información Adicional,Aparece en su Estado de Cuenta como,Dirección,Población/Provincia,Código postal,País,Referencia
18 Dec 2025,19 Dec 2025,LE PAIN QUOTIDIEN ROMA  MEXICO,427.90,,,RFCOLP080326HW2 /REF000407,LE PAIN QUOTIDIEN ROMA  MEXICO,"MONTERREY 104
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT253530004000010387908'
18 Dec 2025,18 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,317.90,,,RFCTRA150604TW1 /REF385e38bc-1282-4d72-b,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253520004000010463693'
18 Dec 2025,19 Dec 2025,WWW.MUBI.COM            NEW YORK,179.00,,,,WWW.MUBI.COM            NEW YORK,"215 PARK AVENUE SOUTH FL 12
NEW YORK",,10003,UNITED STATES,'AT253530004000010392931'
17 Dec 2025,18 Dec 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,414.70,,,RFCBBA830831LJ2 /REFZTGSPB6T5Y5B,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253520004000010466819'
17 Dec 2025,18 Dec 2025,REST DRUNKENDOG 0001449 CIUDAD DE MEX,546.25,,,RFCEMS0912039N7,REST DRUNKENDOG 0001449 CIUDAD DE MEX,"NUEVO LEON 4 A
HIPODROMO
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT253520004000010446517'
17 Dec 2025,18 Dec 2025,ZTL*MOMO COFFEE         CIUDAD DE MEXIC,44.00,,,RFCOPM150323DI1 /REF067009061691,ZTL*MOMO COFFEE         CIUDAD DE MEXIC,"AVENIDA (AV.) INSURGENTES SUR 670 PISO 5
CIUDAD DE MEXICO",,03100,MEXICO,'AT253520004000010438127'
16 Dec 2025,16 Dec 2025,ALMANEGRA CAFE          CIUDAD DE MEX,44.00,,,RFCBMN930209927 /REF821454718226,ALMANEGRA CAFE          CIUDAD DE MEX,"CA ZACATECAS NO 180 E2
HIPODROMO
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT253500004000010477201'
16 Dec 2025,17 Dec 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,253.00,,,RFCBBA830831LJ2 /REFTJCDDNFTENA0,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253510014000010245650'
15 Dec 2025,16 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,365.00,,,RFCANE140618P37 /REFtaNFfBzzSb2o38iC8aXe,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253500004000010504703'
15 Dec 2025,16 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,898.00,,,RFCANE140618P37 /REF3re8mCnExaTF9ZuozmlH,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253500004000010510935'
15 Dec 2025,16 Dec 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,60.00,,,RFCANE140618P37 /REFoEMl3q2Eg2iHHUPA3D9i,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253500004000010511358'
15 Dec 2025,16 Dec 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,231.00,,,RFCANE140618P37 /REF3KJ00MbwkZzonP1Rx6wi,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253500004000010485110'
15 Dec 2025,16 Dec 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,4736.82,,,RFCANE140618P37 /REFnifxMwLIIKSatsQY9px8,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253500004000010511581'
15 Dec 2025,16 Dec 2025,ATARANTADOS             CIUDAD DE MEX,346.50,,,RFCBBA830831LJ2 /REFB3TVMFXWOUGI,ATARANTADOS             CIUDAD DE MEX,"C CORDOBA 113 L2
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253500004000010490936'
15 Dec 2025,16 Dec 2025,HUSET COCINA DE CAMPO   CIUDAD DE MEX,75.00,,,RFCBBA830831LJ2 /REFII13QZZUQ9JJ,HUSET COCINA DE CAMPO   CIUDAD DE MEX,"C COLIMA 256 1
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253500004000010491487'
15 Dec 2025,15 Dec 2025,ROTOPLAS SERVICIO       CDMX,369.00,,,RFCOPE130906HN4 /REFM5LPAKBICBXG,ROTOPLAS SERVICIO       CDMX,"5 DE FEBRERO 1351 - 202
SEQUOIA 202
FELIPE CARRILLO PUERTO
QUERETARO",,76138,MEXICO,'AT253490004000010241009'
14 Dec 2025,16 Dec 2025,*BODEGADEVICTORIA       CUAUHTEMOC,1259.25,,,RFCFDM020722442 /REF73793215348549943372,*BODEGADEVICTORIA       CUAUHTEMOC,"AV PARQUE ESPA¹A
CUAUHTEMOC",,06140,MEXICO,'AT253500004000010497364'
14 Dec 2025,15 Dec 2025,BILLPOCKET*KOYI SUSHI 5 MERIDA,440.00,,,RFCPLA120807BK0 /REF6206466,BILLPOCKET*KOYI SUSHI 5 MERIDA,"14 NUM. 255 COL. VISTA ALEGRE
MERIDA",,97130,MEXICO,'AT253490004000010223624'
14 Dec 2025,14 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,20.00,,,RFCTRA150604TW1 /REFb7a6ac87-c55a-4be9-a,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253480004000010314012'
14 Dec 2025,14 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,790.80,,,RFCTRA150604TW1 /REF8896240f-585e-4dc9-a,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253480004000010314062'
13 Dec 2025,14 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,288.99,,,RFCANE140618P37 /REF2MinZ9ppfiw4o4SilpAL,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253480004000010313362'
13 Dec 2025,16 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,565.00,,,RFCANE140618P37 /REF2uAmUQwzC1dYJuxWrY0d,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253500004000010504596'
13 Dec 2025,15 Dec 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,1503.50,,,RFCANE140618P37 /REF3Q4Qvsstg3x1qT6wk8Hw,AMAZON MX MARKETPLACE*A MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253490004000010228571'
13 Dec 2025,14 Dec 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,820.00,,,RFCANE140618P37 /REF2GCYavzAYXfiQlnmymrH,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253480004000010327497'
13 Dec 2025,14 Dec 2025,ARDENTE AMSTERDAM       MEXICO,1288.00,,,RFCETG090319KL3 /REF000404,ARDENTE AMSTERDAM       MEXICO,"LAREDO 13 PB
HIPODROMO CONDESA
CUAUHTEMOC
MEXICO",,06100,MEXICO,'AT253480004000010322803'
13 Dec 2025,14 Dec 2025,FELIXES FELICES AV MEXI MEXICO,713.00,,,RFCFFE150814I57 /REF003684,FELIXES FELICES AV MEXI MEXICO,"AV MEXICO 99 LOC A
HIPODROMO
CUAUHTEMOC
MEXICO",,06100,MEXICO,'AT253480004000010322922'
13 Dec 2025,14 Dec 2025,REST SUCURSAL ALFIL     CUAUHTEMOC,2121.75,,,RFCBLI120726UF6 /REF2VAJNWUKXD0M,REST SUCURSAL ALFIL     CUAUHTEMOC,"AVENIDA SONORA 57
CUAUHTEMOC",,06700,MEXICO,'AT253480004000010329456'
13 Dec 2025,14 Dec 2025,THE REST IS HISTORY     HAYWARDS HEATH,149.07,6.00 GBP,,,THE REST IS HISTORY     HAYWARDS HEATH,"""21 PERRYMOUNT ROAD, 3RD FLOOR""
HAYWARDS HEATH",,RH16,UNITED KINGDOM,'AT253480004000010325029'
12 Dec 2025,12 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,30.00,,,RFCTRA150604TW1 /REF410f9abc-db0c-4427-a,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253460004000010366161'
12 Dec 2025,12 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,286.70,,,RFCTRA150604TW1 /REF3631ea71-8e07-4f94-b,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253460004000010366483'
12 Dec 2025,12 Dec 2025,REST LARDO              CIUDAD DE MEX,135.00,,,RFCBMI9312038R3 /REF000000000016,REST LARDO              CIUDAD DE MEX,"MAZATLAN NO 5
CONDESA
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06140,MEXICO,'AT253460004000010361031'
12 Dec 2025,12 Dec 2025,REST LARDO              CIUDAD DE MEX,475.00,,,RFCBMI9312038R3 /REF000000000013,REST LARDO              CIUDAD DE MEX,"MAZATLAN NO 5
CONDESA
CIUDAD DE MEXICO CDMX
CIUDAD DE MEXICO CDMX",,06140,MEXICO,'AT253460004000010360962'
12 Dec 2025,13 Dec 2025,RESTAURAT CAMOMILA      CIUDAD DE MEX,392.70,,,RFCBBA830831LJ2 /REF0BBJRWJ7R96F,RESTAURAT CAMOMILA      CIUDAD DE MEX,"C MERIDA 122
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253470004000010352072'
11 Dec 2025,12 Dec 2025,CHORIPA                 CIUDAD DE MEX,761.20,,,RFCBBA830831LJ2 /REFHCEUM3QGMZOG,CHORIPA                 CIUDAD DE MEX,"C ZACATECAS 143
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253460004000010359630'
11 Dec 2025,11 Dec 2025,MERCADOPAGO*FLORESESPAN Coyoac?n,80.00,,,RFCMAG2105031W3 /REF137438879390,MERCADOPAGO*FLORESESPAN Coyoac?n,"CALLE R 42
COYOACAN",,04800,MEXICO,'AT253450004000010361099'
10 Dec 2025,11 Dec 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,372.90,,,RFCBBA830831LJ2 /REFVIYNFI2ZKX1C,GONZALITOS TAQUERIA S   CIUDAD DE MEX,"C COLIMA 76 DPTO LOCAL 76
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253450004000010363670'
10 Dec 2025,11 Dec 2025,SIE*PLAYSTATIONNETWO    877-971-7669,260.11,13.91 USD,,,SIE*PLAYSTATIONNETWO    877-971-7669,"10TH FLOOR
6080 CENTER DR
LOS ANGELES
CA",,90045,UNITED STATES,'AT253450004000010362229'
10 Dec 2025,10 Dec 2025,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,1114.00,,,RFCTME840315KT6 /REF101342728217,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,"PARQUE VIA 198 PISO 11
CUAUHTEMOC
CUAUHTEMOC
MEXICO",,06599,MEXICO,'AT253440004000010348853'
10 Dec 2025,11 Dec 2025,ZTL*RIMESSA VINOS       CIUDAD DE MÉXIC,845.00,,,RFCOPM150323DI1 /REF067009005423,ZTL*RIMESSA VINOS       CIUDAD DE MÉXIC,"AMSTERDAM HIPODROMO
CIUDAD DE MEXICO",,06170,MEXICO,'AT253450004000010368549'
09 Dec 2025,10 Dec 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,887.71,,,RFCANE140618P37 /REF3CnGyjJfEbcJvfpCaXoj,AMAZON MX*AMAZON RETAIL MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253440004000010357633'
09 Dec 2025,09 Dec 2025,FS *PUT.IO              877-327-8914,186.66,9.99 USD,,,FS *PUT.IO              877-327-8914,"801 GARDEN ST. #201
SANTA BARBARA
CA",,93101,UNITED STATES,'AT253430004000010347830'
09 Dec 2025,10 Dec 2025,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,379.50,,,RFCBBA830831LJ2 /REFHCEUM3QGMZOG,TAQ LA OCHENTA Y NUEVE  CIUDAD DE MEX,"C COLIMA 134
ROMA NORTE
DF
CIUDAD DE MEXICO CDMX",,06700,MEXICO,'AT253440004000010360761'
09 Dec 2025,10 Dec 2025,TDI BROADWAY.COM        212-541-8457,4021.28,215.04 USD,,,TDI BROADWAY.COM        212-541-8457,"FLOOR 7
729 7TH AVE
NEW YORK
NY",,10019-6946,UNITED STATES,'AT253440004000010343839'
08 Dec 2025,09 Dec 2025,LE PAIN QUOTIDIEN ROMA  MEXICO,325.60,,,RFCOLP080326HW2 /REF000319,LE PAIN QUOTIDIEN ROMA  MEXICO,"MONTERREY 104
ROMA
CUAUHTEMOC
MEXICO",,06700,MEXICO,'AT253430004000010354382'
08 Dec 2025,09 Dec 2025,UBER TRIP               HTTPS://HELP.UB,122.78,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253430004000010351592'
08 Dec 2025,09 Dec 2025,UBER TRIP               HTTPS://HELP.UB,194.73,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253430004000010351602'
07 Dec 2025,07 Dec 2025,UBER TRIP               HTTPS://HELP.UB,170.42,,,,UBER TRIP               HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253410004000010300628'
07 Dec 2025,07 Dec 2025,VIAGOGO                 GENEVE,4695.77,251.42 USD,,,VIAGOGO                 GENEVE,"RUE DU COMMERCE 4
C/O GENEVA RHONE
GENEVA",,1204,SWITZERLAND,'AT253410004000010310653'
07 Dec 2025,07 Dec 2025,WHITEPAPER.MX           SAN PEDRO GARZA,189.00,,,RFCSPM1410037E8 /REFCH_3SBNH0L5II4PBUG50,WHITEPAPER.MX           SAN PEDRO GARZA,"AV. MANUEL GOMEZ MORIN
SAN PEDRO GARZA GARCIA",,66297,MEXICO,'AT253410004000010299427'
06 Dec 2025,07 Dec 2025,ESTETICA MOC            CIUDAD DE MEX,600.00,,,RFCBBA830831LJ2 /REFVLH5ZPHTF65W,ESTETICA MOC            CIUDAD DE MEX,"AV AMSTERDAM LOC C 26
HIPODROMO
DF
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT253410004000010307244'
06 Dec 2025,06 Dec 2025,MERCADOPAGO*FIAMBRE     Alvaro Obreg?,396.00,,,RFCMAG2105031W3 /REF136802957212,MERCADOPAGO*FIAMBRE     Alvaro Obreg?,"CAMINO DESIERTO DE LOS LEONES 4780
ALVARO OBREGON",,01780,MEXICO,'AT253400004000010360958'
06 Dec 2025,06 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,20.00,,,RFCTRA150604TW1 /REFd1a3dc34-befa-45ee-8,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253400004000010344967'
06 Dec 2025,06 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,637.70,,,RFCTRA150604TW1 /REF8ec33506-596f-4d6d-b,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253400004000010344964'
06 Dec 2025,07 Dec 2025,RAPSODIA CONDESA RAPSOD CIUDAD DE MEXIC,5599.20,,,RFCMRA061023142 /REFezwbsj,RAPSODIA CONDESA RAPSOD CIUDAD DE MEXIC,"TAMAULIPAS 88
CONDESA
CUAUHTEMOC
MEXICO",,06100,MEXICO,'AT253410004000010320523'
06 Dec 2025,06 Dec 2025,ROJO BISTROT            CIUDAD DE MEX,2120.00,,,RFCBMN930209927 /REF821443855401,ROJO BISTROT            CIUDAD DE MEX,"CA AMSTERDAM NO 71 C
CONDESA
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT253400004000010364436'
06 Dec 2025,06 Dec 2025,TIENDAS CONVERSE CONVER CIUDAD DE MEXIC,1249.00,,,RFCCDO0402126Z1 /REF403716320,TIENDAS CONVERSE CONVER CIUDAD DE MEXIC,"VICENTE SUAREZ 26 LOC 2
CONDESA
CUAUHTEMOC
MEXICO",,06100,MEXICO,'AT253400004000010335772'
06 Dec 2025,06 Dec 2025,TRAVELOCITY*7332070031  TVLY.COM,64428.62,"3,449.62 USD",,,TRAVELOCITY*7332070031  TVLY.COM,"1111 EXPEDIA GROUP WAY W.
SEATTLE
WA",,98119,UNITED STATES,'AT253400004000010364607'
06 Dec 2025,06 Dec 2025,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,70.00,,,REFDWVGRYC9,UBER ONE MEMBERSHIP     HTTPS://HELP.UB,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS,'AT253400004000010358129'
06 Dec 2025,07 Dec 2025,UNITED AIRLINES         HOUSTON,21479.32,"1,150.04 USD",,,UNITED AIRLINES         HOUSTON,"HSCAC - 12TH FLOOR
609 MAIN STREET
HOUSTON
TX",,77002,UNITED STATES,'AT253410004000010303869'
06 Dec 2025,07 Dec 2025,UNITED AIRLINES         HOUSTON,21479.32,"1,150.04 USD",,,UNITED AIRLINES         HOUSTON,"HSCAC - 12TH FLOOR
609 MAIN STREET
HOUSTON
TX",,77002,UNITED STATES,'AT253410004000010303868'
06 Dec 2025,06 Dec 2025,VIVAAEROBUS VIVAAEROBUS MEXICO,10568.16,,,RFCANA050518RL1 /REFNISTYK__149773980,VIVAAEROBUS VIVAAEROBUS MEXICO,"CARRETERA MIGUEL ALEMAN KM  24 SN
APODACA CENTRO
APODACA
APODACA",,66600,MEXICO,'AT253400004000010335498'
05 Dec 2025,05 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,20.00,,,RFCTRA150604TW1 /REF73053012-687b-4aff-b,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253390004000010346997'
05 Dec 2025,05 Dec 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,387.70,,,RFCTRA150604TW1 /REF014ddb39-46fe-4168-9,RAPPI*RAPPI MEXICO      MEXICO CITY,"BOULEVARD MIGUEL CERVANTES SAAVEDRA
57B GRANADA
MIGUEL HIDALGO
MEXICO",,11529,MEXICO,'AT253390004000010346759'
05 Dec 2025,06 Dec 2025,VIVAAEROBUS VIVAAEROBUS MEXICO,7171.74,,,RFCANA050518RL1 /REFK9NL7F__149732485,VIVAAEROBUS VIVAAEROBUS MEXICO,"CARRETERA MIGUEL ALEMAN KM  24 SN
APODACA CENTRO
APODACA
APODACA",,66600,MEXICO,'AT253400004000010363105'
05 Dec 2025,06 Dec 2025,VIVAAEROBUS VIVAAEROBUS MEXICO,8314.58,,,RFCANA050518RL1 /REFPYYLVV__149732182,VIVAAEROBUS VIVAAEROBUS MEXICO,"CARRETERA MIGUEL ALEMAN KM  24 SN
APODACA CENTRO
APODACA
APODACA",,66600,MEXICO,'AT253400004000010363080'
04 Dec 2025,04 Dec 2025,ALMANEGRA CAFE          CIUDAD DE MEX,44.00,,,RFCBMN930209927 /REF731541202780,ALMANEGRA CAFE          CIUDAD DE MEX,"CA ZACATECAS NO 180 E2
HIPODROMO
CIUDAD DE MEXICO CDMX",,06100,MEXICO,'AT253380004000010343083'
04 Dec 2025,05 Dec 2025,BOUT DH EXPRESS         CUAUHTEMOC,1400.00,,,RFCBLI120726UF6 /REFA1IZBEEFAKVO,BOUT DH EXPRESS         CUAUHTEMOC,"AVENIDA ALVARO OBREGON 250
CUAUHTEMOC",,06700,MEXICO,'AT253390004000010359142'
04 Dec 2025,05 Dec 2025,BOUT DH EXPRESS         CUAUHTEMOC,1450.00,,,RFCBLI120726UF6 /REFXI40S4PWRGDG,BOUT DH EXPRESS         CUAUHTEMOC,"AVENIDA ALVARO OBREGON 250
CUAUHTEMOC",,06700,MEXICO,'AT253390004000010359145'
04 Dec 2025,08 Dec 2025,CGO AUT TELCEL REGION 8 MERIDA,303.14,,,RFCRDI841003QJ4,CGO AUT TELCEL REGION 8 MERIDA,"CALLE 31 N-92 POR 20 Y 18 A
MEXICO
MERIDA",,97128,MEXICO,'AT253420004000010395490'
04 Dec 2025,05 Dec 2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,3744.29,200.00 USD,,,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,"1455 3RD ST
SAN FRANCISCO
CA",,94158,UNITED STATES,'AT253390004000010371128'
03 Dec 2025,03 Dec 2025,AMAZON MX*PRIME VIDEO C MEXICO CITY,129.00,,,RFCANE140618P37 /REF1h6rsQYBF1BQzyKA36DN,AMAZON MX*PRIME VIDEO C MEXICO CITY,"MANUEL AVILA CAMACHO 36
LOMAS DE CHAPULTEPEC I SECCION
MIGUEL HIDALGO
MEXICO",,11000,MEXICO,'AT253360004000010375411'
03 Dec 2025,03 Dec 2025,APPLE.COM/BILL          CUPERTINO,239.00,,,,APPLE.COM/BILL          CUPERTINO,"ONE APPLE PARKY WAY
CUPERTINO",,95014,UNITED STATES,'AT253370004000010359584'
